,ChurnLabel,Gender,Age,AgeGroup,Married,Dependents,noDependents,Referrals,noReferrals,PaperlessBilling,OnlineSecurity,OnlineBackup,TechSupport,UnlimitedData,AvgDownloadGB,ChurnLabel,ChurnScore,CustomerLTV,SatisScore,TotalExtraDataCharge,AvgRoamCharge,TotalRoamCharge,TenureMonths,AvgCharge,TotalCharge,TotalRevenue,MonthRoamCharge,AvgExtraDataCharge,PaymentMethod
0,0,1.011872896696083,-0.5794067181124999,-0.7444817389334778,1.1459105054136018,-0.5182438709687485,-0.46780132262119234,1.075870643827995,0.003083977875850519,0.8316514125367461,-0.6431129237931256,1.3610482000378485,1.540286198237708,0.6979306978047639,-0.22069504128577758,-0.5742656616793946,0.3207685670303181,-1.8702416335080507,-0.23413709341779365,-0.27600029314516206,1.255637110830868,-0.45452973415585746,-0.801475596800699,0.20006411888378042,-0.5546252326502796,-0.5773608814355422,0.07595032886517201,-0.14986718638550797,1
1,0,-0.9882664149471249,-0.036601786400208905,-0.1378833566112104,-0.8726684983475761,-0.5182438709687485,-0.46780132262119234,-0.9294797713245115,-0.6583329021854579,-1.2024268640989237,-0.6431129237931256,-0.7347278369511026,-0.6492299944933174,-1.432807015288695,-0.5144747144630502,-0.5742656616793946,0.36748236993166916,0.8485633861255224,1.448462772683062,0.11796601547697756,-0.7940154573603839,-0.7903363399702146,-0.801475596800699,-0.212658631866109,-0.6569746131059605,-0.746512873231422,-0.9371912877140229,0.07693738594435297,1
2,1,-0.9882664149471249,0.20464484991636483,0.468715025711057,-0.8726684983475761,-0.5182438709687485,-0.46780132262119234,-0.9294797713245115,-0.6583329021854579,0.8316514125367461,-0.6431129237931256,-0.7347278369511026,-0.6492299944933174,0.6979306978047639,0.4647908627945251,1.7413543360325239,0.6010513844384248,0.05639053060748228,-1.9167369595186492,-0.27600029314516206,0.6931556829883218,-0.7451406185573762,-1.4441091064415759,0.6107493945406537,-0.9749590799585242,-0.9991546088575369,1.2306493169635417,-0.14986718638550797,0
3,1,-0.9882664149471249,1.8933713041323812,1.6819117903555918,1.1459105054136018,-0.5182438709687485,-0.46780132262119234,1.075870643827995,-0.32762446215480373,0.8316514125367461,-0.6431129237931256,1.3610482000378485,-0.6492299944933174,0.6979306978047639,-0.8082543876403228,1.7413543360325239,1.909037865676256,-0.5917508966345506,-1.9167369595186492,-0.27600029314516206,0.3114922929873265,-0.4778411018723664,-1.1038913660434646,1.0206840214790471,-0.6134619989401644,-0.6318456455258548,0.7960780855165643,-0.14986718638550797,0
4,1,1.011872896696083,1.7124363268949507,1.6819117903555918,1.1459105054136018,-0.5182438709687485,-0.46780132262119234,1.075870643827995,0.33379241790650477,0.8316514125367461,-0.6431129237931256,-0.7347278369511026,1.540286198237708,0.6979306978047639,-0.4655114356001714,1.7413543360325239,0.4609099757343714,-0.8035618205698555,-1.9167369595186492,-0.27600029314516206,-1.0074494070910753,-0.8775612699335952,-1.4819110775969215,0.5071598713904378,-1.0124882941626372,-1.0647478374892838,-0.7295078153733033,-0.14986718638550797,1
5,0,1.011872896696083,-1.423769945220508,-1.3510801212557453,-0.8726684983475761,1.929593490668224,0.6690685347262733,-0.9294797713245115,-0.6583329021854579,0.8316514125367461,-0.6431129237931256,-0.7347278369511026,1.540286198237708,0.6979306978047639,2.570211853898312,-0.5742656616793946,-0.14636946198319314,0.5893068152287093,-0.23413709341779365,-0.27600029314516206,-0.3997634697881414,-0.7259540504904373,-0.801475596800699,0.15113790776857755,-0.5667582381281372,-0.6585442183597574,-0.7429046202303629,-0.14986718638550797,1
6,0,1.011872896696083,1.2299430542618033,1.0753134080333244,1.1459105054136018,-0.5182438709687485,-0.46780132262119234,1.075870643827995,-0.32762446215480373,0.8316514125367461,1.554936875007781,1.3610482000378485,1.540286198237708,0.6979306978047639,-0.3186215990115351,-0.5742656616793946,-1.5010697461223756,0.507124176741811,-0.23413709341779365,-0.27600029314516206,-0.8392199668207717,-0.07117335460340236,1.5422466148307343,1.4910297203256677,2.4334514671034104,1.9796737532320592,-0.6433854984350641,-0.14986718638550797,0
7,0,-0.9882664149471249,0.3252681680746517,0.468715025711057,1.1459105054136018,-0.5182438709687485,-0.46780132262119234,1.075870643827995,1.987334618059776,0.8316514125367461,1.554936875007781,-0.7347278369511026,1.540286198237708,-1.432807015288695,-0.6613645510516865,-0.5742656616793946,-0.4266522793912999,0.16229599257513472,0.6071628396326342,0.5119323240991172,-0.6452411224274622,0.05747664658810868,1.2398308455879687,0.6453167680266497,1.3401845707711957,1.120840511505742,-0.466917241352419,-0.022974665435158265,1
8,0,1.011872896696083,1.2902547133409468,1.0753134080333244,-0.8726684983475761,-0.5182438709687485,-0.46780132262119234,-0.9294797713245115,-0.6583329021854579,0.8316514125367461,1.554936875007781,-0.7347278369511026,-0.6492299944933174,0.6979306978047639,0.02412135302861624,-0.5742656616793946,-1.1273593229115666,0.9426074363527978,-0.23413709341779365,-0.27600029314516206,-0.8066040549316311,-0.8168246367097508,-0.8770795391113905,-0.5254759643604274,-0.7729860901408181,-0.8519216807976585,-0.98952461900293,-0.14986718638550797,0
9,0,1.011872896696083,-0.2175367636376392,-0.1378833566112104,1.1459105054136018,1.929593490668224,0.6690685347262733,1.075870643827995,0.33379241790650477,0.8316514125367461,1.554936875007781,1.3610482000378485,1.540286198237708,0.6979306978047639,-0.3186215990115351,-0.5742656616793946,-1.5477835490237268,0.9290515372209383,-0.23413709341779365,-0.27600029314516206,0.3572690114282255,1.273813399817605,1.3154347878986603,0.8397240625598037,1.583044126993737,1.6334257828206318,0.5127653601404255,-0.14986718638550797,1
